Dyad,Individual1,Individual2,PopID1&2,TrioML,Wang,LynchLi,LynchRd,Ritland,QuelletGt,DyadML,ind1_num,ind2_num,lo,hi,canon_pair,Distance_m,IN_ind_id,NEAR_ind_id,IN_sponge_id,NEAR_sponge_id,ind_id_Pair,sponge_id_Pair
52,golden-114,golden-81,gogo,0,0.0047,0,-0.0402,-0.0392,-0.0364,0,114,81,81,114,81_114,16.37214747,81,114,GOL_37,GOL_46,81_114,GOL_37_GOL_46
353,golden-62,grunt-101,gogr,0,0.0046,0,-0.0227,-0.0225,-0.0013,0,62,101,62,101,62_101,74.15093277,62,101,GOL_24,GRU_05,62_101,GOL_24_GRU_05
426,golden-73,golden-80,gogo,0,0.0044,0,-0.0098,-0.0099,-0.0126,0,73,80,73,80,73_80,3.761773213,73,80,GOL_33,GOL_36,73_80,GOL_33_GOL_36
326,golden-60,golden-80,gogo,0,0.0043,0,-0.0464,-0.045,-0.0514,0,60,80,60,80,60_80,63.879094190000004,60,80,GOL_23,GOL_36,60_80,GOL_23_GOL_36
100,golden-42,golden-44,gogo,0,0.0039,0,0.0058,0.0059,-0.0083,0,42,44,42,44,42_44,0,42,44,GOL_13,GOL_13,42_44,GOL_13_GOL_13
128,golden-42,grunt-161,gogr,0,0.0039,0,-9e-4,-9e-4,-0.0155,0,42,161,42,161,42_161,52.11700113,42,161,GOL_13,GRU_21,42_161,GOL_13_GRU_21
555,grunt-104,grunt-137,grgr,0,0.0039,0,-6e-4,-6e-4,-0.0025,0,104,137,104,137,104_137,26.78988942,104,137,GRU_08,GRU_15,104_137,GRU_08_GRU_15
84,golden-32,golden-81,gogo,0,0.0035,0,-0.0296,-0.0292,-0.0325,0,32,81,32,81,32_81,10.49360392,32,81,GOL_11,GOL_37,32_81,GOL_11_GOL_37
386,golden-65,golden-69,gogo,0,0.0035,0,0.0343,0.0362,0.0378,0,65,69,65,69,65_69,13.92926313,65,69,GOL_26,GOL_29,65_69,GOL_26_GOL_29
380,golden-63,grunt-133,gogr,0,0.0034,0,0.0111,0.0114,-0.0112,0,63,133,63,133,63_133,82.24896518,63,133,GOL_25,GRU_14,63_133,GOL_25_GRU_14
144,golden-44,golden-80,gogo,0,0.0032,0,-0.0332,-0.0327,-0.031,0,44,80,44,80,44_80,9.14710062,44,80,GOL_13,GOL_36,44_80,GOL_13_GOL_36
546,grunt-103,grunt-137,grgr,0,0.003,0,-0.0017,-0.0017,0.0081,0,103,137,103,137,103_137,31.17976613,103,137,GRU_07,GRU_15,103_137,GRU_07_GRU_15
160,golden-44,long-206,golo,0,0.0029,0,-0.0371,-0.0364,-0.037,0,44,206,44,206,44_206,4964.771955,44,206,GOL_13,LON_07,44_206,GOL_13_LON_07
149,golden-44,grunt-101,gogr,0,0.0024,0,-0.0435,-0.0424,-0.0298,0,44,101,44,101,44_101,58.7197824,44,101,GOL_13,GRU_05,44_101,GOL_13_GRU_05
594,grunt-161,long-206,grlo,0,0.0021,0,-0.0401,-0.0391,-0.0431,0,161,206,161,206,161_206,4996.602408,161,206,GRU_21,LON_07,161_206,GRU_21_LON_07
498,golden-82,grunt-128,gogr,0,0.0015,0,-0.0221,-0.0221,-0.0168,0,82,128,82,128,82_128,63.26946456,82,128,GOL_37,GRU_12,82_128,GOL_37_GRU_12
515,golden-84,grunt-161,gogr,0,0.0015,0,-0.0318,-0.0313,-0.0206,0,84,161,84,161,84_161,81.00099376,84,161,GOL_39,GRU_21,84_161,GOL_39_GRU_21
510,golden-84,grunt-125,gogr,0,0.0011,0,0.0064,0.0066,0.0151,0,84,125,84,125,84_125,81.91376578,84,125,GOL_39,GRU_11,84_125,GOL_39_GRU_11
531,grunt-101,grunt-104,grgr,0,9e-4,0,-0.0361,-0.0357,-0.0239,0,101,104,101,104,101_104,14.80293598,101,104,GRU_05,GRU_08,101_104,GRU_05_GRU_08
31,curlew-225,grunt-156,cugr,0,8e-4,0,-0.0335,-0.033,-0.0232,0,225,156,156,225,156_225,2390.927534,156,225,GRU_18,CUR_02,156_225,GRU_18_CUR_02
155,golden-44,grunt-133,gogr,0,8e-4,0,-0.0263,-0.0261,-0.0292,0,44,133,44,133,44_133,70.6106295,44,133,GOL_13,GRU_14,44_133,GOL_13_GRU_14
557,grunt-104,grunt-161,grgr,0,8e-4,0,-0.0139,-0.0139,-0.0136,0,104,161,104,161,104_161,12.86759368,104,161,GRU_08,GRU_21,104_161,GRU_08_GRU_21
582,grunt-133,grunt-156,grgr,0,3e-4,0,-0.0229,-0.0228,-0.0276,0,133,156,133,156,133_156,28.22907444,133,156,GRU_14,GRU_18,133_156,GRU_14_GRU_18
37,golden-114,golden-44,gogo,0,2e-4,0,-0.0266,-0.0263,-0.0206,0,114,44,44,114,44_114,16.37214747,44,114,GOL_13,GOL_46,44_114,GOL_13_GOL_46
145,golden-44,golden-81,gogo,0,2e-4,0,-0.0473,-0.046,-0.0452,0,44,81,44,81,44_81,0,44,81,GOL_13,GOL_37,44_81,GOL_13_GOL_37
491,golden-82,golden-84,gogo,0,1e-4,0,-0.0211,-0.0211,-0.0171,0,82,84,82,84,82_84,83.66920238,82,84,GOL_37,GOL_39,82_84,GOL_37_GOL_39
478,golden-81,golden-86,gogo,0,0,0,-0.0284,-0.0282,-0.039,0,81,86,81,86,81_86,97.88505471,81,86,GOL_37,GOL_41,81_86,GOL_37_GOL_41
178,golden-52,grunt-101,gogr,0,-3e-4,0,-0.0625,-0.0599,-0.0716,0,52,101,52,101,52_101,78.01485744,52,101,GOL_18,GRU_05,52_101,GOL_18_GRU_05
484,golden-81,grunt-128,gogr,0,-3e-4,0,-0.0478,-0.0465,-0.0439,0,81,128,81,128,81_128,63.26946456,81,128,GOL_37,GRU_12,81_128,GOL_37_GRU_12
403,golden-65,grunt-161,gogr,0,-8e-4,0,0.0065,0.0067,0.0116,0,65,161,65,161,65_161,77.96366574,65,161,GOL_26,GRU_21,65_161,GOL_26_GRU_21
114,golden-42,golden-80,gogo,0,-9e-4,0,-0.0039,-0.004,-0.0232,0,42,80,42,80,42_80,9.14710062,42,80,GOL_13,GOL_36,42_80,GOL_13_GOL_36
429,golden-73,golden-84,gogo,0,-9e-4,0,-0.0024,-0.0024,0.0023,0,73,84,73,84,73_84,96.48509207,73,84,GOL_33,GOL_39,73_84,GOL_33_GOL_39
535,grunt-101,grunt-133,grgr,0,-0.0011,0,-0.0529,-0.0511,-0.0568,0,101,133,101,133,101_133,11.90913168,101,133,GRU_05,GRU_14,101_133,GRU_05_GRU_14
187,golden-52,grunt-161,gogr,0,-0.0013,0,-0.0625,-0.06,-0.0672,0,52,161,52,161,52_161,71.02874715,52,161,GOL_18,GRU_21,52_161,GOL_18_GRU_21
243,golden-55,grunt-180,gogr,0,-0.0022,0,-0.0117,-0.0118,-0.0012,0,55,180,55,180,55_180,74.12577168,55,180,GOL_19,GRU_27,55_180,GOL_19_GRU_27
287,golden-56,grunt-124,gogr,0,-0.0025,0,0.0365,0.039,0.0286,0,56,124,56,124,56_124,75.27532017,56,124,GOL_19,GRU_11,56_124,GOL_19_GRU_11
383,golden-63,grunt-161,gogr,0,-0.0028,0,-0.0067,-0.0068,-0.0149,0,63,161,63,161,63_161,71.570408,63,161,GOL_25,GRU_21,63_161,GOL_25_GRU_21
26,curlew-225,grunt-124,cugr,0,-0.0029,0,-0.0108,-0.011,0.0014,0,225,124,124,225,124_225,2403.75547,124,225,GRU_11,CUR_02,124_225,GRU_11_CUR_02
335,golden-60,grunt-125,gogr,0,-0.0033,0,-0.0082,-0.0083,-0.012,0,60,125,60,125,60_125,78.44787185,60,125,GOL_23,GRU_11,60_125,GOL_23_GRU_11
56,golden-114,grunt-101,gogr,0,-0.0034,0,-0.047,-0.0459,-0.0334,0,114,101,101,114,101_114,74.51169185,101,114,GRU_05,GOL_46,101_114,GRU_05_GOL_46
334,golden-60,grunt-124,gogr,0,-0.0036,0,-0.0072,-0.0074,-0.0168,0,60,124,60,124,60_124,78.44787185,60,124,GOL_23,GRU_11,60_124,GOL_23_GRU_11
237,golden-55,grunt-125,gogr,0,-0.0039,0,-0.0219,-0.022,-0.0131,0,55,125,55,125,55_125,75.27532017,55,125,GOL_19,GRU_11,55_125,GOL_19_GRU_11
360,golden-62,grunt-137,gogr,0,-0.0039,0,-0.015,-0.0151,4e-4,0,62,137,62,137,62_137,83.08623372,62,137,GOL_24,GRU_15,62_137,GOL_24_GRU_15
20,curlew-225,golden-82,cugo,0,-0.004,0,-0.0456,-0.0446,-0.0279,0,225,82,82,225,82_225,2364.137778,82,225,GOL_37,CUR_02,82_225,GOL_37_CUR_02
544,grunt-103,grunt-128,grgr,0,-0.0042,0,-0.0128,-0.013,-0.0014,0,103,128,103,128,103_128,23.28236922,103,128,GRU_07,GRU_12,103_128,GRU_07_GRU_12
333,golden-60,grunt-104,gogr,0,-0.0043,0,-0.0282,-0.028,-0.0365,0,60,104,60,104,60_104,67.55609912,60,104,GOL_23,GRU_08,60_104,GOL_23_GRU_08
88,golden-32,grunt-101,gogr,0,-0.0045,0,-0.0353,-0.0348,-0.0304,0,32,101,32,101,32_101,65.24071917,32,101,GOL_11,GRU_05,32_101,GOL_11_GRU_05
512,golden-84,grunt-133,gogr,0,-0.0046,0,-0.0304,-0.0303,-0.0319,0,84,133,84,133,84_133,84.85534147,84,133,GOL_39,GRU_14,84_133,GOL_39_GRU_14
185,golden-52,grunt-137,gogr,0,-0.0049,0,-0.0482,-0.0471,-0.054,0,52,137,52,137,52_137,91.28462757,52,137,GOL_18,GRU_15,52_137,GOL_18_GRU_15
534,grunt-101,grunt-128,grgr,0,-0.0064,0,-0.0503,-0.049,-0.0413,0,101,128,101,128,101_128,4.998067867,101,128,GRU_05,GRU_12,101_128,GRU_05_GRU_12
589,grunt-137,long-206,grlo,0,-0.0065,0,-0.0395,-0.039,-0.0377,0,137,206,137,206,137_206,5005.636578,137,206,GRU_15,LON_07,137_206,GRU_15_LON_07
295,golden-56,long-206,golo,0,-0.0067,0,-0.0058,-0.0059,-0.0217,0,56,206,56,206,56_206,4957.946472,56,206,GOL_19,LON_07,56_206,GOL_19_LON_07
152,golden-44,grunt-124,gogr,0,-0.0069,0,5e-4,5e-4,0.0018,0,44,124,44,124,44_124,48.53845138,44,124,GOL_13,GRU_11,44_124,GOL_13_GRU_11
517,golden-84,long-206,golo,0,-0.0069,0,-0.0388,-0.0384,-0.0408,0,84,206,84,206,84_206,4921.720844,84,206,GOL_39,LON_07,84_206,GOL_39_LON_07
33,curlew-225,grunt-180,cugr,0,-0.0074,0,-0.0176,-0.0177,0.0028,0,225,180,180,225,180_225,2400.523698,180,225,GRU_27,CUR_02,180_225,GRU_27_CUR_02
443,golden-74,golden-80,gogo,0,-0.0074,0,-0.031,-0.0309,-0.0347,0,74,80,74,80,74_80,3.761773213,74,80,GOL_33,GOL_36,74_80,GOL_33_GOL_36
119,golden-42,grunt-101,gogr,0,-0.0077,0,-0.0227,-0.0227,-0.0361,0,42,101,42,101,42_101,58.7197824,42,101,GOL_13,GRU_05,42_101,GOL_13_GRU_05
70,golden-32,golden-52,gogo,0,-0.0079,0,-0.0422,-0.0417,-0.0511,0,32,52,32,52,32_52,12.77573736,32,52,GOL_11,GOL_18,32_52,GOL_11_GOL_18
238,golden-55,grunt-128,gogr,0,-0.008,0,-0.0513,-0.0503,-0.0401,0,55,128,55,128,55_128,90.33708545,55,128,GOL_19,GRU_12,55_128,GOL_19_GRU_12
79,golden-32,golden-65,gogo,0,-0.0081,0,0.0216,0.0228,0.0206,0,32,65,32,65,32_65,87.279755,32,65,GOL_11,GOL_26,32_65,GOL_11_GOL_26
507,golden-84,grunt-103,gogr,0,-0.0081,0,-0.0138,-0.0139,-0.0032,0,84,103,84,103,84_103,70.01471668,84,103,GOL_39,GRU_07,84_103,GOL_39_GRU_07
457,golden-74,grunt-161,gogr,0,-0.0082,0,-0.0312,-0.0311,-0.0254,0,74,161,74,161,74_161,59.24591828,74,161,GOL_33,GRU_21,74_161,GOL_33_GRU_21
57,golden-114,grunt-103,gogr,0,-0.0084,0,-0.0171,-0.0173,-0.0019,0,114,103,103,114,103_114,58.35247197,103,114,GRU_07,GOL_46,103_114,GRU_07_GOL_46
527,golden-86,grunt-161,gogr,0,-0.009,0,-0.0246,-0.0246,-0.0327,0,86,161,86,161,86_161,99.33119281,86,161,GOL_41,GRU_21,86_161,GOL_41_GRU_21
87,golden-32,golden-86,gogo,0,-0.0091,0,-0.0082,-0.0084,-0.016,0,32,86,32,86,32_86,107.9411635,32,86,GOL_11,GOL_41,32_86,GOL_11_GOL_41
12,curlew-225,golden-62,cugo,0,-0.0092,0,-0.0441,-0.0434,-0.0156,0,225,62,62,225,62_225,2336.194131,62,225,GOL_24,CUR_02,62_225,GOL_24_CUR_02
425,golden-73,golden-74,gogo,0,-0.0093,0,-0.0042,-0.0043,-0.0056,0,73,74,73,74,73_74,0,73,74,GOL_33,GOL_33,73_74,GOL_33_GOL_33
471,golden-80,grunt-137,gogr,0,-0.0096,0,-0.0307,-0.0304,-0.0395,0,80,137,80,137,80_137,76.96126803,80,137,GOL_36,GRU_15,80_137,GOL_36_GRU_15
151,golden-44,grunt-104,gogr,0,-0.0103,0,-0.0189,-0.0191,-0.0179,0,44,104,44,104,44_104,47.62512954,44,104,GOL_13,GRU_08,44_104,GOL_13_GRU_08
174,golden-52,golden-81,gogo,0,-0.0103,0,-0.0746,-0.0713,-0.0961,0,52,81,52,81,52_81,21.20669197,52,81,GOL_18,GOL_37,52_81,GOL_18_GOL_37
188,golden-52,grunt-180,gogr,0,-0.0104,0,-0.0288,-0.0288,-0.031,0,52,180,52,180,52_180,66.08324782,52,180,GOL_18,GRU_27,52_180,GOL_18_GRU_27
356,golden-62,grunt-124,gogr,0,-0.0105,0,0.0124,0.013,0.0185,0,62,124,62,124,62_124,72.25452639,62,124,GOL_24,GRU_11,62_124,GOL_24_GRU_11
583,grunt-133,grunt-161,grgr,0,-0.0112,0,-0.0508,-0.0499,-0.0489,0,133,161,133,161,133_161,18.71025416,133,161,GRU_14,GRU_21,133_161,GRU_14_GRU_21
77,golden-32,golden-62,gogo,0,-0.0113,0,-0.0133,-0.0136,0.0048,0,32,62,32,62,32_62,69.80885604,32,62,GOL_11,GOL_24,32_62,GOL_11_GOL_24
61,golden-114,grunt-128,gogr,0,-0.0118,0,-0.032,-0.0318,-0.026,0,114,128,114,128,114_128,78.91277281,114,128,GOL_46,GRU_12,114_128,GOL_46_GRU_12
420,golden-69,grunt-137,gogr,0,-0.0118,0,-0.015,-0.0152,-0.0074,0,69,137,69,137,69_137,92.00928368,69,137,GOL_29,GRU_15,69_137,GOL_29_GRU_15
109,golden-42,golden-63,gogo,0,-0.012,0,0.0233,0.0246,-0.0089,0,42,63,42,63,42_63,56.04662303,42,63,GOL_13,GOL_25,42_63,GOL_13_GOL_25
43,golden-114,golden-59,gogo,0,-0.0121,0,-9e-4,-9e-4,0.0104,0,114,59,59,114,59_114,14.9616332,59,114,GOL_22,GOL_46,59_114,GOL_22_GOL_46
578,grunt-128,grunt-161,grgr,0,-0.0121,0,-0.0476,-0.0468,-0.0384,0,128,161,128,161,128_161,11.23106356,128,161,GRU_12,GRU_21,128_161,GRU_12_GRU_21
588,grunt-137,grunt-180,grgr,0,-0.0126,0,-0.0033,-0.0033,0.0093,0,137,180,137,180,137_180,25.26337402,137,180,GRU_15,GRU_27,137_180,GRU_15_GRU_27
14,curlew-225,golden-65,cugo,0,-0.0128,0,-0.01,-0.0102,0.006,0,225,65,65,225,65_225,2339.984886,65,225,GOL_26,CUR_02,65_225,GOL_26_CUR_02
495,golden-82,grunt-104,gogr,0,-0.0128,0,-0.0179,-0.0182,-0.0239,0,82,104,82,104,82_104,47.62512954,82,104,GOL_37,GRU_08,82_104,GOL_37_GRU_08
89,golden-32,grunt-103,gogr,0,-0.013,0,-0.012,-0.0122,-0.0043,0,32,103,32,103,32_103,49.89931384,32,103,GOL_11,GRU_07,32_103,GOL_11_GRU_07
437,golden-73,grunt-133,gogr,0,-0.0131,0,-0.0211,-0.0213,-0.0287,0,73,133,73,133,73_133,77.95433117,73,133,GOL_33,GRU_14,73_133,GOL_33_GRU_14
520,golden-86,grunt-104,gogr,0,-0.0131,0,-0.0089,-0.0092,-0.0185,0,86,104,86,104,86_104,86.70491513,86,104,GOL_41,GRU_08,86_104,GOL_41_GRU_08
173,golden-52,golden-80,gogo,0,-0.0132,0,-0.0633,-0.0613,-0.0865,0,52,80,52,80,52_80,14.3363062,52,80,GOL_18,GOL_36,52_80,GOL_18_GOL_36
354,golden-62,grunt-103,gogr,0,-0.0132,0,-0.0117,-0.0119,0.0081,0,62,103,62,103,62_103,59.29458523,62,103,GOL_24,GRU_07,62_103,GOL_24_GRU_07
116,golden-42,golden-82,gogo,0,-0.0134,0,-0.0077,-0.0079,-0.0254,0,42,82,42,82,42_82,0,42,82,GOL_13,GOL_37,42_82,GOL_13_GOL_37
533,grunt-101,grunt-125,grgr,0,-0.0136,0,-0.0242,-0.0244,-0.0182,0,101,125,101,125,101_125,11.38247104,101,125,GRU_05,GRU_11,101_125,GRU_05_GRU_11
35,golden-114,golden-32,gogo,0,-0.0138,0,-0.0305,-0.0307,-0.022,0,114,32,32,114,32_114,10.40006396,32,114,GOL_11,GOL_46,32_114,GOL_11_GOL_46
156,golden-44,grunt-137,gogr,0,-0.0141,0,-0.0329,-0.0328,-0.0318,0,44,137,44,137,44_137,72.09307177,44,137,GOL_13,GRU_15,44_137,GOL_13_GRU_15
141,golden-44,golden-69,gogo,0,-0.0146,0,-0.0254,-0.0257,-0.0149,0,44,69,44,69,44_69,90.91586795,44,69,GOL_13,GOL_29,44_69,GOL_13_GOL_29
175,golden-52,golden-82,gogo,0,-0.0147,0,-0.0586,-0.0571,-0.0773,0,52,82,52,82,52_82,21.20669197,52,82,GOL_18,GOL_37,52_82,GOL_18_GOL_37
62,golden-114,grunt-133,gogr,0,-0.015,0,-0.0415,-0.0412,-0.0451,0,114,133,114,133,114_133,86.33925436,114,133,GOL_46,GRU_14,114_133,GOL_46_GRU_14
538,grunt-101,grunt-161,grgr,0,-0.015,0,-0.0719,-0.0693,-0.0566,0,101,161,101,161,101_161,7.318009868,101,161,GRU_05,GRU_21,101_161,GRU_05_GRU_21
113,golden-42,golden-74,gogo,0,-0.0153,0,-7e-4,-7e-4,-0.0161,0,42,74,42,74,42_74,12.89081165,42,74,GOL_13,GOL_33,42_74,GOL_13_GOL_33
285,golden-56,grunt-103,gogr,0,-0.0153,0,0.0028,0.0029,0.0107,0,56,103,56,103,56_103,70.2989585,56,103,GOL_19,GRU_07,56_103,GOL_19_GRU_07
222,golden-55,golden-62,gogo,0,-0.0156,0,-0.0485,-0.048,-0.0285,0,55,62,55,62,55_62,79.12900023,55,62,GOL_19,GOL_24,55_62,GOL_19_GOL_24
293,golden-56,grunt-161,gogr,0,-0.0156,0,-0.0231,-0.0234,-0.0165,0,56,161,56,161,56_161,79.10687734,56,161,GOL_19,GRU_21,56_161,GOL_19_GRU_21
133,golden-44,golden-55,gogo,0,-0.0159,0,-0.0657,-0.064,-0.054,0,44,55,44,55,44_55,28.52041348,44,55,GOL_13,GOL_19,44_55,GOL_13_GOL_19
17,curlew-225,golden-74,cugo,0,-0.016,0,-0.0512,-0.0505,-0.0338,0,225,74,74,225,74_225,2366.404853,74,225,GOL_33,CUR_02,74_225,GOL_33_CUR_02
150,golden-44,grunt-103,gogr,0,-0.0161,0,-0.0226,-0.0228,-0.0159,0,44,103,44,103,44_103,42.10795547,44,103,GOL_13,GRU_07,44_103,GOL_13_GRU_07
319,golden-59,long-206,golo,0,-0.0162,0,-0.0114,-0.0117,-0.0118,0,59,206,59,206,59_206,4969.600245,59,206,GOL_22,LON_07,59_206,GOL_22_LON_07
513,golden-84,grunt-137,gogr,0,-0.0162,0,-0.041,-0.0409,-0.0253,0,84,137,84,137,84_137,84.90205873,84,137,GOL_39,GRU_15,84_137,GOL_39_GRU_15
466,golden-80,grunt-104,gogr,0,-0.0163,0,-0.0319,-0.032,-0.0389,0,80,104,80,104,80_104,53.94107383,80,104,GOL_36,GRU_08,80_104,GOL_36_GRU_08
487,golden-81,grunt-156,gogr,0,-0.0163,0,-0.0555,-0.0546,-0.059,0,81,156,81,156,81_156,58.56285021,81,156,GOL_37,GRU_18,81_156,GOL_37_GRU_18
159,golden-44,grunt-180,gogr,0,-0.0164,0,-0.0099,-0.0101,-0.0052,0,44,180,44,180,44_180,46.88158975,44,180,GOL_13,GRU_27,44_180,GOL_13_GRU_27
456,golden-74,grunt-156,gogr,0,-0.0167,0,-0.0255,-0.0258,-0.0272,0,74,156,74,156,74_156,69.34260849,74,156,GOL_33,GRU_18,74_156,GOL_33_GRU_18
556,grunt-104,grunt-156,grgr,0,-0.0167,0,-0.0202,-0.0206,-0.0228,0,104,156,104,156,104_156,15.33321712,104,156,GRU_08,GRU_18,104_156,GRU_08_GRU_18
126,golden-42,grunt-137,gogr,0,-0.0168,0,-0.0101,-0.0103,-0.0253,0,42,137,42,137,42_137,72.09307177,42,137,GOL_13,GRU_15,42_137,GOL_13_GRU_15
419,golden-69,grunt-133,gogr,0,-0.0169,0,-0.0314,-0.0317,-0.0271,0,69,133,69,133,69_133,92.02367255,69,133,GOL_29,GRU_14,69_133,GOL_29_GRU_14
504,golden-82,long-206,golo,0,-0.0171,0,-0.0417,-0.0415,-0.0516,0,82,206,82,206,82_206,4964.771955,82,206,GOL_37,LON_07,82_206,GOL_37_LON_07
97,golden-32,grunt-161,gogr,0,-0.0172,0,-0.0442,-0.0437,-0.0383,0,32,161,32,161,32_161,58.25471643,32,161,GOL_11,GRU_21,32_161,GOL_11_GRU_21
391,golden-65,golden-82,gogo,0,-0.0177,0,-2e-4,-2e-4,-7e-4,0,65,82,65,82,65_82,77.0082714,65,82,GOL_26,GOL_37,65_82,GOL_26_GOL_37
317,golden-59,grunt-161,gogr,0,-0.0181,0,-0.0153,-0.0156,-0.0043,0,59,161,59,161,59_161,52.88327678,59,161,GOL_22,GRU_21,59_161,GOL_22_GRU_21
350,golden-62,golden-82,gogo,0,-0.0181,0,-0.0285,-0.0287,-0.0197,0,62,82,62,82,62_82,59.95912937,62,82,GOL_24,GOL_37,62_82,GOL_24_GOL_37
590,grunt-156,grunt-161,grgr,0,-0.0185,0,-0.0465,-0.0461,-0.042,0,156,161,156,161,156_161,25.29553554,156,161,GRU_18,GRU_21,156_161,GRU_18_GRU_21
389,golden-65,golden-80,gogo,0,-0.0186,0,-0.0096,-0.0099,-0.0137,0,65,80,65,80,65_80,86.09000007,65,80,GOL_26,GOL_36,65_80,GOL_26_GOL_36
516,golden-84,grunt-180,gogr,0,-0.0188,0,-0.0107,-0.011,6e-4,0,84,180,84,180,84_180,78.44618177,84,180,GOL_39,GRU_27,84_180,GOL_39_GRU_27
586,grunt-137,grunt-156,grgr,0,-0.0188,0,-0.038,-0.0381,-0.0322,0,137,156,137,156,137_156,28.60133872,137,156,GRU_15,GRU_18,137_156,GRU_15_GRU_18
82,golden-32,golden-74,gogo,0,-0.0189,0,-0.0256,-0.026,-0.0241,0,32,74,32,74,32_74,2.494102896,32,74,GOL_11,GOL_33,32_74,GOL_11_GOL_33
81,golden-32,golden-73,gogo,0,-0.019,0,-0.0129,-0.0132,-0.0125,0,32,73,32,73,32_73,2.494102896,32,73,GOL_11,GOL_33,32_73,GOL_11_GOL_33
142,golden-44,golden-73,gogo,0,-0.0191,0,-0.0263,-0.0267,-0.0225,0,44,73,44,73,44_73,12.89081165,44,73,GOL_13,GOL_33,44_73,GOL_13_GOL_33
180,golden-52,grunt-104,gogr,0,-0.0194,0,-0.0518,-0.0513,-0.0656,0,52,104,52,104,52_104,68.12002945,52,104,GOL_18,GRU_08,52_104,GOL_18_GRU_08
348,golden-62,golden-80,gogo,0,-0.0198,0,-0.0402,-0.0403,-0.0307,0,62,80,62,80,62_80,68.77845858,62,80,GOL_24,GOL_36,62_80,GOL_24_GOL_36
235,golden-55,grunt-104,gogr,0,-0.0199,0,-0.0475,-0.0473,-0.0449,0,55,104,55,104,55_104,75.90059549,55,104,GOL_19,GRU_08,55_104,GOL_19_GRU_08
157,golden-44,grunt-156,gogr,0,-0.0204,0,-0.0413,-0.0413,-0.041,0,44,156,44,156,44_156,58.56285021,44,156,GOL_13,GRU_18,44_156,GOL_13_GRU_18
501,golden-82,grunt-156,gogr,0,-0.0209,0,-0.0376,-0.0376,-0.0442,0,82,156,82,156,82_156,58.56285021,82,156,GOL_37,GRU_18,82_156,GOL_37_GRU_18
47,golden-114,golden-65,gogo,0,-0.0211,0,-0.0035,-0.0036,-0.0015,0,114,65,65,114,65_114,88.27444633,65,114,GOL_26,GOL_46,65_114,GOL_26_GOL_46
221,golden-55,golden-60,gogo,0,-0.0211,0,-0.0827,-0.0795,-0.0806,0,55,60,55,60,55_60,70.28329165,55,60,GOL_19,GOL_23,55_60,GOL_19_GOL_23
351,golden-62,golden-84,gogo,0,-0.0217,0,-0.0335,-0.0336,-0.0207,0,62,84,62,84,62_84,27.83001318,62,84,GOL_24,GOL_39,62_84,GOL_24_GOL_39
574,grunt-125,long-206,grlo,0,-0.0219,0,-0.0291,-0.0297,-0.0271,0,125,206,125,206,125_206,4995.852473,125,206,GRU_11,LON_07,125_206,GRU_11_LON_07
273,golden-56,golden-62,gogo,0,-0.0221,0,-0.0117,-0.0122,0.0013,0,56,62,56,62,56_62,79.12900023,56,62,GOL_19,GOL_24,56_62,GOL_19_GOL_24
320,golden-60,golden-62,gogo,0,-0.0223,0,-0.0561,-0.0553,-0.0459,0,60,62,60,62,60_62,15.06760233,60,62,GOL_23,GOL_24,60_62,GOL_23_GOL_24
366,golden-63,golden-69,gogo,0,-0.0223,0,0.0025,0.0026,-0.0061,0,63,69,63,69,63_69,37.91015435,63,69,GOL_25,GOL_29,63_69,GOL_25_GOL_29
497,golden-82,grunt-125,gogr,0,-0.0224,0,-0.0119,-0.0123,-0.0126,0,82,125,82,125,82_125,48.53845138,82,125,GOL_37,GRU_11,82_125,GOL_37_GRU_11
93,golden-32,grunt-128,gogr,0,-0.0227,0,-0.0397,-0.0399,-0.0285,0,32,128,32,128,32_128,69.48303704,32,128,GOL_11,GRU_12,32_128,GOL_11_GRU_12
564,grunt-124,grunt-156,grgr,0,-0.0232,0,-0.0082,-0.0085,-0.0159,0,124,156,124,156,124_156,27.48672723,124,156,GRU_11,GRU_18,124_156,GRU_11_GRU_18
172,golden-52,golden-74,gogo,0,-0.0236,0,-0.0599,-0.059,-0.074,0,52,74,52,74,52_74,12.00840799,52,74,GOL_18,GOL_33,52_74,GOL_18_GOL_33
343,golden-62,golden-63,gogo,0,-0.0238,0,-0.0016,-0.0017,-0.007,0,62,63,62,63,62_63,4.488965192,62,63,GOL_24,GOL_25,62_63,GOL_24_GOL_25
75,golden-32,golden-59,gogo,0,-0.0239,0,-0.0013,-0.0013,0.0014,0,32,59,32,59,32_59,5.691785514,32,59,GOL_11,GOL_22,32_59,GOL_11_GOL_22
158,golden-44,grunt-161,gogr,0,-0.0241,0,-0.0617,-0.0607,-0.0499,0,44,161,44,161,44_161,52.11700113,44,161,GOL_13,GRU_21,44_161,GOL_13_GRU_21
138,golden-44,golden-62,gogo,0,-0.0242,0,-0.0393,-0.0395,-0.0234,0,44,62,44,62,44_62,59.95912937,44,62,GOL_13,GOL_24,44_62,GOL_13_GOL_24
537,grunt-101,grunt-156,grgr,0,-0.0245,0,-0.0638,-0.0625,-0.0591,0,101,156,101,156,101_156,22.69188543,101,156,GRU_05,GRU_18,101_156,GRU_05_GRU_18
